Base Part,Base Part Number,Base Style,Base Style Name,Category,Collection,Color,Date,Delivery Date,Delivery Month,Delivery Month ,Delivery Season,Delivery Season ,Family,Garment Type,Gender,Gender/Stature/Type,Global,Item Code,Macro Area,Master Style,Micro Area,Month,Product Category,Product Family,Product Gender,Product Sub-Family,Region,Region ,Reorder Type,Sales Area,Sales Area ,Style,Style Code,Style Code ,Style Description,Style Description ,Sub-Family,Year,Cost,Dnet,Margin $,Measure for Rank,MSRP,Order $ (U.S. Cost),Order $ (U.S. Dealer Net),Order $ (U.S. MSRP),Order $ (USD),Order Quantity,Style Count,Sum of Extra Quantity (Units),Sum of Quantity (Units)
96806-22VM,96806-22VM,MWS 1103033,MWS Random,Sportswear,Core,Grey,2021-01-26,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,96806-22VM/241,APAC,96806-22,,1,Sportswear,Tops Woven,Women's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,96806-22VM,96806-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,18.95,47.16,253.89,176,94.32,170.55,424.44,848.88,424.44,9,1,5,9
92618-22VM,92618-22VM,MWS 1527343,MWS Random,Sportswear,Seasonal,Blue,2021-07-25,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,92618-22VM/279,APAC,92618-22,,7,Sportswear,Tops Woven,Women's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,92618-22VM,92618-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,15.08,36.43,64.05,127,72.86,45.24,109.29,218.58,109.29,3,1,4,3
96495-22VM,96495-22VM,MWS 1826442,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-06-28,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,96495-22VM/516,APAC,96495-22,,6,Sportswear,Tops Woven,Women's,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,96495-22VM,96495-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,23.69,64.46,611.55,366,128.92,355.35,966.9,1933.8,966.9,15,1,0,15
91088-22VM,91088-22VM,MWS 1075061,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-04-04,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,91088-22VM/623,EMEA,91088-22,,4,Sportswear,Tops Woven,Unisex,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,91088-22VM,91088-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,16.53,33.77,103.44,451,67.54,99.18,202.62,405.24,202.62,6,1,2,6
91808-22VM,91808-22VM,MWS 1131453,MWS Random,Sportswear,Seasonal,Green,2021-08-07,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,91808-22VM/195,North America,91808-22,,8,Sportswear,Tops Woven,Men's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,91808-22VM,91808-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,29.84,76.28,139.32,238,152.56,89.52,228.84,457.68,228.84,3,1,3,3
93067-22VM,93067-22VM,MWS 1325538,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-11-13,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,93067-22VM/172,EMEA,93067-22,,11,Sportswear,Tops Woven,Men's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,93067-22VM,93067-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,14.01,39.9,129.45,324,79.8,70.05,199.5,399.0,199.5,5,1,2,5
90477-22VM,90477-22VM,MWS 1506346,MWS Random,Sportswear,Seasonal,Red,2021-11-06,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,90477-22VM/428,North America,90477-22,,11,Sportswear,Tops Woven,Women's,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,90477-22VM,90477-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,11.23,29.26,90.15,402,58.52,56.15,146.3,292.6,146.3,5,1,4,5
97116-22VM,97116-22VM,MWS 1413014,MWS Random,Sportswear,Seasonal,Black,2021-05-08,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,97116-22VM/886,EMEA,97116-22,,5,Sportswear,Tops Woven,Unisex,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,97116-22VM,97116-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,23.34,69.01,228.35,212,138.02,116.7,345.05,690.1,345.05,5,1,1,5
93375-22VM,93375-22VM,MWS 1416938,MWS Random,Sportswear,Seasonal,Black,2021-07-12,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,93375-22VM/492,APAC,93375-22,,7,Sportswear,Tops Woven,Men's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,93375-22VM,93375-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,18.22,41.94,71.16,429,83.88,54.66,125.82,251.64,125.82,3,1,4,3
91351-22VM,91351-22VM,MWS 1382520,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-11-26,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91351-22VM/690,North America,91351-22,,11,Sportswear,Tops Woven,Women's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,91351-22VM,91351-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,15.25,32.5,103.5,196,65.0,91.5,195.0,390.0,195.0,6,1,4,6
97073-22VM,97073-22VM,MWS 1424458,MWS Random,Sportswear,Core,Red,2021-10-18,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,97073-22VM/391,EMEA,97073-22,,10,Sportswear,Tops Woven,Unisex,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,97073-22VM,97073-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,19.37,52.8,534.88,178,105.6,309.92,844.8,1689.6,844.8,16,1,0,16
95974-22VM,95974-22VM,MWS 1924091,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-03-13,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,95974-22VM/053,APAC,95974-22,,3,Sportswear,Tops Woven,Unisex,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,95974-22VM,95974-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,13.5,30.01,313.69,345,60.02,256.5,570.19,1140.38,570.19,19,1,2,19
95369-22VM,95369-22VM,MWS 1552427,MWS Random,Sportswear,Core,Grey,2021-11-17,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,95369-22VM/561,North America,95369-22,,11,Sportswear,Tops Woven,Women's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,95369-22VM,95369-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,29.16,74.7,683.1,232,149.4,437.4,1120.5,2241.0,1120.5,15,1,2,15
97941-22VM,97941-22VM,MWS 1698577,MWS Random,Sportswear,Core,Grey,2021-01-16,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,97941-22VM/760,North America,97941-22,,1,Sportswear,Tops Woven,Women's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,97941-22VM,97941-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,15.88,46.68,400.4,305,93.36,206.44,606.84,1213.68,606.84,13,1,0,13
90209-22VM,90209-22VM,MWS 1997333,MWS Random,Sportswear,Seasonal,Grey,2021-12-28,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,90209-22VM/024,EMEA,90209-22,,12,Sportswear,Tops Woven,Men's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,90209-22VM,90209-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,18.02,42.73,494.2,154,85.46,360.4,854.6,1709.2,854.6,20,1,2,20
90728-22VM,90728-22VM,MWS 1946778,MWS Random,Sportswear,Core,Grey,2021-02-25,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,90728-22VM/287,North America,90728-22,,2,Sportswear,Tops Woven,Unisex,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,90728-22VM,90728-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,21.85,58.67,220.92,300,117.34,131.1,352.02,704.04,352.02,6,1,0,6
94340-22VM,94340-22VM,MWS 1324512,MWS Random,Sportswear,Core,Grey,2021-10-18,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,94340-22VM/149,APAC,94340-22,,10,Sportswear,Tops Woven,Unisex,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,94340-22VM,94340-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,26.57,67.08,567.14,168,134.16,371.98,939.12,1878.24,939.12,14,1,0,14
96230-22VM,96230-22VM,MWS 1985225,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-01-31,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,96230-22VM/355,APAC,96230-22,,1,Sportswear,Tops Woven,Men's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,96230-22VM,96230-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,18.03,44.35,157.92,451,88.7,108.18,266.1,532.2,266.1,6,1,2,6
99963-22VM,99963-22VM,MWS 1527055,MWS Random,Sportswear,Core,Blue,2021-08-20,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,99963-22VM/433,EMEA,99963-22,,8,Sportswear,Tops Woven,Men's,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,99963-22VM,99963-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,27.24,57.95,153.55,475,115.9,136.2,289.75,579.5,289.75,5,1,2,5
94399-22VM,94399-22VM,MWS 1556504,MWS Random,Sportswear,Core,Grey,2021-11-29,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,94399-22VM/840,EMEA,94399-22,,11,Sportswear,Tops Woven,Men's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,94399-22VM,94399-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,10.41,24.66,57.0,321,49.32,41.64,98.64,197.28,98.64,4,1,0,4
96657-22VM,96657-22VM,MWS 1401463,MWS Random,Sportswear,Seasonal,Grey,2021-10-29,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,96657-22VM/849,North America,96657-22,,10,Sportswear,Tops Woven,Unisex,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,96657-22VM,96657-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,26.2,67.34,41.14,299,134.68,26.2,67.34,134.68,67.34,1,1,5,1
93198-22VM,93198-22VM,MWS 1093322,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-09-28,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,93198-22VM/906,APAC,93198-22,,9,Sportswear,Tops Woven,Women's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,93198-22VM,93198-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,26.34,74.3,623.48,375,148.6,342.42,965.9,1931.8,965.9,13,1,5,13
95247-22VM,95247-22VM,MWS 1730114,MWS Random,Sportswear,Core,Blue,2021-02-04,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,95247-22VM/864,North America,95247-22,,2,Sportswear,Tops Woven,Women's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,95247-22VM,95247-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,24.93,71.3,370.96,266,142.6,199.44,570.4,1140.8,570.4,8,1,3,8
97836-22VM,97836-22VM,MWS 1934608,MWS Random,Sportswear,Seasonal,Blue,2021-07-27,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,97836-22VM/722,North America,97836-22,,7,Sportswear,Tops Woven,Unisex,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,97836-22VM,97836-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,14.59,33.41,56.46,471,66.82,43.77,100.23,200.46,100.23,3,1,0,3
99967-22VM,99967-22VM,MWS 1239174,MWS Random,Sportswear,Seasonal,Blue,2021-03-25,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,99967-22VM/532,EMEA,99967-22,,3,Sportswear,Tops Woven,Men's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,99967-22VM,99967-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,27.48,79.02,360.78,347,158.04,192.36,553.14,1106.28,553.14,7,1,1,7
92954-22VM,92954-22VM,MWS 1906826,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-10-25,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,92954-22VM/848,North America,92954-22,,10,Sportswear,Tops Woven,Women's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,92954-22VM,92954-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,26.11,58.61,227.5,411,117.22,182.77,410.27,820.54,410.27,7,1,2,7
97812-22VM,97812-22VM,MWS 1609055,MWS Random,Sportswear,Seasonal,Black,2021-01-04,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,97812-22VM/589,North America,97812-22,,1,Sportswear,Tops Woven,Unisex,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,97812-22VM,97812-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,20.25,40.67,102.1,236,81.34,101.25,203.35,406.7,203.35,5,1,3,5
94470-22VM,94470-22VM,MWS 1727998,MWS Random,Sportswear,Core,Red,2021-05-31,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,94470-22VM/995,EMEA,94470-22,,5,Sportswear,Tops Woven,Men's,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,94470-22VM,94470-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,23.9,54.56,122.64,184,109.12,95.6,218.24,436.48,218.24,4,1,1,4
91064-22VM,91064-22VM,MWS 1308293,MWS Random,Sportswear,Core,Black,2021-11-13,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,91064-22VM/703,EMEA,91064-22,,11,Sportswear,Tops Woven,Men's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,91064-22VM,91064-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,17.7,41.54,214.56,459,83.08,159.3,373.86,747.72,373.86,9,1,5,9
94232-22VM,94232-22VM,MWS 1050489,MWS Random,Sportswear,Core,Blue,2021-09-06,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,94232-22VM/755,North America,94232-22,,9,Sportswear,Tops Woven,Women's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,94232-22VM,94232-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,24.39,67.43,172.16,138,134.86,97.56,269.72,539.44,269.72,4,1,5,4
97811-22VM,97811-22VM,MWS 1915170,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-03-19,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,97811-22VM/442,APAC,97811-22,,3,Sportswear,Tops Woven,Women's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,97811-22VM,97811-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,23.51,60.81,74.6,212,121.62,47.02,121.62,243.24,121.62,2,1,3,2
94822-22VM,94822-22VM,MWS 1687727,MWS Random,Sportswear,Core,Green,2021-04-04,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,94822-22VM/634,North America,94822-22,,4,Sportswear,Tops Woven,Unisex,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,94822-22VM,94822-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,28.84,64.49,427.8,350,128.98,346.08,773.88,1547.76,773.88,12,1,5,12
93651-22VM,93651-22VM,MWS 1506726,MWS Random,Sportswear,Seasonal,Red,2021-03-26,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,93651-22VM/848,North America,93651-22,,3,Sportswear,Tops Woven,Women's,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,93651-22VM,93651-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,25.19,57.79,391.2,245,115.58,302.28,693.48,1386.96,693.48,12,1,4,12
92872-22VM,92872-22VM,MWS 1924777,MWS Random,Sportswear,Core,Green,2021-09-09,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,92872-22VM/953,APAC,92872-22,,9,Sportswear,Tops Woven,Women's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,92872-22VM,92872-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,10.56,22.92,197.76,322,45.84,168.96,366.72,733.44,366.72,16,1,1,16
92991-22VM,92991-22VM,MWS 1856479,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-12-11,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,92991-22VM/843,APAC,92991-22,,12,Sportswear,Tops Woven,Women's,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,92991-22VM,92991-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,27.9,80.21,941.58,464,160.42,502.2,1443.78,2887.56,1443.78,18,1,2,18
95533-22VM,95533-22VM,MWS 1750112,MWS Random,Sportswear,Core,Green,2021-01-08,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,95533-22VM/254,EMEA,95533-22,,1,Sportswear,Tops Woven,Men's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,95533-22VM,95533-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,11.68,23.39,11.71,342,46.78,11.68,23.39,46.78,23.39,1,1,4,1
99021-22VM,99021-22VM,MWS 1661854,MWS Random,Sportswear,Core,Blue,2021-12-06,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,99021-22VM/506,APAC,99021-22,,12,Sportswear,Tops Woven,Men's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,99021-22VM,99021-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,27.97,71.58,174.44,100,143.16,111.88,286.32,572.64,286.32,4,1,3,4
91561-22VM,91561-22VM,MWS 1851650,MWS Random,Sportswear,Core,Red,2021-06-29,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91561-22VM/309,APAC,91561-22,,6,Sportswear,Tops Woven,Women's,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,91561-22VM,91561-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,11.7,34.9,162.4,333,69.8,81.9,244.3,488.6,244.3,7,1,1,7
90993-22VM,90993-22VM,MWS 1448494,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-06-01,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,90993-22VM/246,APAC,90993-22,,6,Sportswear,Tops Woven,Women's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,90993-22VM,90993-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,14.99,33.89,18.9,387,67.78,14.99,33.89,67.78,33.89,1,1,2,1
93875-22VM,93875-22VM,MWS 1852554,MWS Random,Sportswear,Seasonal,Black,2021-09-14,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,93875-22VM/977,APAC,93875-22,,9,Sportswear,Tops Woven,Women's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,93875-22VM,93875-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,11.78,33.77,219.9,208,67.54,117.8,337.7,675.4,337.7,10,1,5,10
96271-22VM,96271-22VM,MWS 1069875,MWS Random,Sportswear,Core,Green,2021-10-18,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,96271-22VM/973,North America,96271-22,,10,Sportswear,Tops Woven,Women's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,96271-22VM,96271-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,26.52,69.46,42.94,411,138.92,26.52,69.46,138.92,69.46,1,1,4,1
95005-22VM,95005-22VM,MWS 1854770,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-09-12,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,95005-22VM/272,EMEA,95005-22,,9,Sportswear,Tops Woven,Women's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,95005-22VM,95005-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,22.28,55.86,201.48,483,111.72,133.68,335.16,670.32,335.16,6,1,3,6
92906-22VM,92906-22VM,MWS 1837486,MWS Random,Sportswear,Core,Red,2021-11-18,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,92906-22VM/835,EMEA,92906-22,,11,Sportswear,Tops Woven,Men's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,92906-22VM,92906-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,16.63,47.48,308.5,174,94.96,166.3,474.8,949.6,474.8,10,1,2,10
95990-22VM,95990-22VM,MWS 1560549,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-02-20,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,95990-22VM/625,EMEA,95990-22,,2,Sportswear,Tops Woven,Unisex,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,95990-22VM,95990-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,25.22,68.53,476.41,330,137.06,277.42,753.83,1507.66,753.83,11,1,0,11
99772-22VM,99772-22VM,MWS 1428332,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-07-03,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,99772-22VM/591,North America,99772-22,,7,Sportswear,Tops Woven,Unisex,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,99772-22VM,99772-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,20.47,53.89,501.3,318,107.78,307.05,808.35,1616.7,808.35,15,1,3,15
91633-22VM,91633-22VM,MWS 1436378,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-04-12,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91633-22VM/475,North America,91633-22,,4,Sportswear,Tops Woven,Women's,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,91633-22VM,91633-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,19.85,57.15,708.7,256,114.3,377.15,1085.85,2171.7,1085.85,19,1,1,19
95968-22VM,95968-22VM,MWS 1145439,MWS Random,Sportswear,Core,Blue,2021-04-18,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,95968-22VM/524,North America,95968-22,,4,Sportswear,Tops Woven,Women's,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,95968-22VM,95968-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,29.61,85.91,450.4,276,171.82,236.88,687.28,1374.56,687.28,8,1,5,8
96094-22VM,96094-22VM,MWS 1651020,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-10-07,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,96094-22VM/390,APAC,96094-22,,10,Sportswear,Tops Woven,Men's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,96094-22VM,96094-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,20.62,42.73,221.1,455,85.46,206.2,427.3,854.6,427.3,10,1,4,10
95864-22VM,95864-22VM,MWS 1372169,MWS Random,Sportswear,Core,Red,2021-12-25,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,95864-22VM/420,North America,95864-22,,12,Sportswear,Tops Woven,Men's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,95864-22VM,95864-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,26.48,62.47,251.93,483,124.94,185.36,437.29,874.58,437.29,7,1,3,7
94241-22VM,94241-22VM,MWS 1367041,MWS Random,Sportswear,Seasonal,Red,2021-06-27,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,94241-22VM/992,EMEA,94241-22,,6,Sportswear,Tops Woven,Men's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,94241-22VM,94241-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,14.14,40.35,524.2,394,80.7,282.8,807.0,1614.0,807.0,20,1,4,20
